Epoch,accuracy,loss,val_accuracy,val_loss
0,0.9742278456687927,0.07972773164510727,0.9855071306228638,0.034149765968322754
1,0.9822561740875244,0.048092395067214966,0.9899667501449585,0.029306670650839806
2,0.984111487865448,0.042837463319301605,0.9875615835189819,0.02656749077141285
3,0.9848466515541077,0.04074364900588989,0.9899320602416992,0.02687773108482361
4,0.9856439232826233,0.0388561375439167,0.988324761390686,0.025101326406002045
5,0.9859691262245178,0.03802109137177467,0.9916743040084839,0.024391815066337585
6,0.9863563179969788,0.036729488521814346,0.9915047287940979,0.02367832139134407
7,0.9866383075714111,0.036511581391096115,0.9877389073371887,0.03117530792951584
8,0.9868236780166626,0.03618975356221199,0.9911925196647644,0.024677546694874763
9,0.9868810176849365,0.03595289587974548,0.9886870980262756,0.027080664411187172
10,0.9869800209999084,0.035316772758960724,0.9906798601150513,0.02408650889992714
11,0.9871410131454468,0.03452394902706146,0.9913544058799744,0.02436959557235241
12,0.9873743057250977,0.03514998033642769,0.9887024760246277,0.02278379537165165
13,0.9874104261398315,0.03537207469344139,0.9917436838150024,0.02230861969292164
14,0.9874081015586853,0.03551453724503517,0.99298095703125,0.021240750327706337
15,0.9876421689987183,0.03382017835974693,0.9912002086639404,0.024509990587830544
16,0.9875895380973816,0.034505754709243774,0.9929578304290771,0.021059678867459297
17,0.9877576231956482,0.03409181535243988,0.9923642873764038,0.024213699623942375
18,0.9877961277961731,0.035169802606105804,0.9891804456710815,0.022005198523402214
19,0.9878730773925781,0.034149691462516785,0.9921407103538513,0.020852210000157356
20,0.9881424903869629,0.03430771827697754,0.9935861229896545,0.021809352561831474
21,0.9882712960243225,0.0338636115193367,0.9920443296432495,0.020968813449144363
22,0.9882069230079651,0.03632500395178795,0.9930580854415894,0.02046683058142662
23,0.9884920716285706,0.03336046636104584,0.9921985268592834,0.021738378331065178
24,0.9886114597320557,0.03258472681045532,0.993516743183136,0.019106587395071983
25,0.9886640310287476,0.0349409244954586,0.9921638369560242,0.02282971516251564
26,0.9885808229446411,0.03323286399245262,0.9933201670646667,0.019045230001211166
27,0.98896723985672,0.03318358585238457,0.992560863494873,0.02099255658686161
28,0.9888101816177368,0.03403050824999809,0.9932546615600586,0.020298326388001442
29,0.988909125328064,0.03246733173727989,0.9904601573944092,0.020967891439795494
30,0.9890960454940796,0.034191787242889404,0.993061900138855,0.021034134551882744
31,0.9890764355659485,0.035903941839933395,0.9938713908195496,0.018771613016724586
32,0.9891840219497681,0.03290853276848793,0.9922717809677124,0.022622283548116684
33,0.9889813661575317,0.03646950423717499,0.9911423921585083,0.021082913503050804
34,0.9891722798347473,0.032242439687252045,0.9939176440238953,0.01963961310684681
35,0.9893395900726318,0.0316486619412899,0.9932469129562378,0.022331925109028816
36,0.9893081188201904,0.03209412470459938,0.9937865734100342,0.019389593973755836
37,0.9893819689750671,0.03468179702758789,0.9930850267410278,0.021333608776330948
38,0.9893529415130615,0.035077061504125595,0.9932315349578857,0.02073904499411583
39,0.9892460703849792,0.032204288989305496,0.9937557578086853,0.020841000601649284
40,0.989343523979187,0.03340699523687363,0.9941604733467102,0.018495913594961166
41,0.9893482327461243,0.03220997750759125,0.992106020450592,0.02306303009390831
42,0.9893505573272705,0.033620771020650864,0.9933317303657532,0.02366136573255062
43,0.9894189238548279,0.03222415968775749,0.9944572448730469,0.02040984481573105
44,0.989475429058075,0.03407405689358711,0.993882954120636,0.02137555181980133
45,0.9893097281455994,0.03538442403078079,0.9945805668830872,0.01845942810177803
46,0.9894377589225769,0.036202166229486465,0.9945613145828247,0.018390610814094543
47,0.9895060658454895,0.03640834987163544,0.9936131238937378,0.020420832559466362
48,0.989301860332489,0.0334026925265789,0.9904100298881531,0.02081546187400818
49,0.9896678924560547,0.03325928747653961,0.9941064715385437,0.02137969620525837
50,0.9892586469650269,0.03400522470474243,0.9930310845375061,0.020123934373259544
51,0.9893458485603333,0.03533691540360451,0.9917089939117432,0.022069087252020836
52,0.9894896149635315,0.034725576639175415,0.9938251376152039,0.019438527524471283
53,0.9891502857208252,0.03625665232539177,0.9945034980773926,0.020499123260378838
54,0.9892445206642151,0.0383799746632576,0.9939600229263306,0.020045490935444832
55,0.9893293380737305,0.035143978893756866,0.9898858070373535,0.023380467668175697
56,0.9892932176589966,0.03592349588871002,0.9926841855049133,0.020736338570713997
57,0.9892390370368958,0.03616787865757942,0.9902365803718567,0.0229222122579813
58,0.9893458485603333,0.03420156612992287,0.993963897228241,0.02323419600725174
59,0.9893309473991394,0.034505508840084076,0.987569272518158,0.03600410744547844
60,0.9894071221351624,0.03619835898280144,0.993898332118988,0.02049282379448414
61,0.9892688989639282,0.033171456307172775,0.9909689426422119,0.025147143751382828
