Class,precision,recall,f1-score,support
Benign,0.9962468326697023,0.9969543437540216,0.9966004626420146,209807
Bot,1.0,0.6141304347826086,0.7609427609427609,184
BruteForce,0.9917355371900827,0.9924812030075187,0.992108229988726,1330
DDoS,0.9852926051630155,0.9982806231438546,0.9917440927560237,19193
DoS,0.9866985713280315,0.9875325773050645,0.9871153981553193,28394
Other,0.0,0.0,0.0,7
PortScan,1.0,0.7837837837837838,0.8787878787878788,222
WebAttack,0.0,0.0,0.0,301
