Class,precision,recall,f1-score,support
Benign,0.9456751170818584,0.8199964729489483,0.8783629582545165,209807
Bot,0.0,0.0,0.0,184
BruteForce,0.04430203399275564,0.3586466165413534,0.07886252789947922,1330
DDoS,0.5117483382284742,0.34496952013755017,0.4121253618001307,19193
DoS,0.7447431461272291,0.7883355638515179,0.7659195893926433,28394
Other,0.0,0.0,0.0,7
PortScan,0.00017459116568701623,0.013513513513513514,0.0003447285262855501,222
WebAttack,0.0,0.0,0.0,301
